ToyStory3_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 131160105, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "1e00ff", "followers_count": 2604, "profile_sidebar_border_color": "000000", "location": "", "profile_background_color": "ffffff", "listed_count": 143, "status": {"favorited": false, "contributors": null, "source": "web", "text": "おもちゃ同士の固い絆がテーマの「トイ・ストーリー3」。今回、W杯でチームの要として活躍した大久保嘉人選手と、ヴィッセルの田中英雄選手とのトークショーが、8/2にOSシネマズミント神戸にて開催されます！チケットは7/30から発売開始。お近くの方は是非。　#toystory3jp", "created_at": "Thu Jul 29 12:40:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [126, 138], "text": "toystory3jp"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19822534620}, "utc_offset": -36000, "statuses_count": 100, "description": "7.10（土）映画『トイ・ストーリー3』公開記念　日本版ディズニー/ピクサー公式アカウントです。恐れ入りますが、こちらでは皆様からのご質問をお受けすることができません。また、投稿内容は削除させて頂く場合がございますので予めご了承下さい。(C)DISNEY/PIXAR", "friends_count": 3, "profile_link_color": "038543", "profile_image_url": "http://a1.twimg.com/profile_images/809201557/sub2_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/104511799/3twitter.jpg", "name": "映画『トイ・ストーリー３』公式", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "ToyStory3_jp", "url": "http://www.disney.co.jp/toystory/", "created_at": "Fri Apr 09 13:02:26 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
okudetti	{"follow_request_sent": false, "profile_use_background_image": true, "id": 120988004, "verified": false, "profile_sidebar_fill_color": "f6ffd1", "profile_text_color": "333333", "followers_count": 226, "protected": false, "location": "大阪府大東市", "profile_background_color": "FFF04D", "listed_count": 11, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twtr.jp\" rel=\"nofollow\">Keitai Web</a>", "text": "おはよう。雨だね。", "created_at": "Sat May 22 21:22:13 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 14517053897}, "utc_offset": 32400, "statuses_count": 24, "description": "僕は月に１・２回映画館に行きす。 \r\n\r\nほとんど仕事帰りにレイトショーで観てます。 （１２００円と安いんで） \r\n\r\n半年もするとレンタルＤＶＤ出るんですけど やっぱり大きなスクリーンで観るのが大好きなんで。", "friends_count": 58, "profile_link_color": "0099CC", "profile_image_url": "http://a0.twimg.com/profile_images/739499916/_____normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1279901730/images/themes/theme19/bg.gif", "name": "おくでっち（映画・戦国・大阪）", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "okudetti", "url": "http://mixi.jp/show_profile.pl?id=16493143&from=navi", "created_at": "Mon Mar 08 05:37:15 +0000 2010", "contributors_enabled": false, "time_zone": "Osaka", "profile_sidebar_border_color": "fff8ad", "following": false}
chorura_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 151803789, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 16, "protected": false, "location": "東京", "profile_background_color": "C0DEED", "listed_count": 3, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.nibirutech.com\" rel=\"nofollow\">TwitBird</a>", "text": "フォロワーさんにむけてスベシャルなメッセージをお伝えします(^o^)\n先々週の大阪イベント大盛況でした！\nソ・ドヨンチームは特に大賑わいで次回作について朝までみんなで語り明かしました！ぜひみなさんもコアメンバーとして参加いただければうれしいです。みんなでがんばりましょう！", "created_at": "Thu Jun 17 14:50:22 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 16394406637}, "utc_offset": -36000, "statuses_count": 5, "description": "映画「チョルラの詩」\r\nキム・ミンジュン×ソ・ドヨン。韓流２大俳優主演。6/12土曜よりシネマート六本木ほか全国順次ロードショー。映画に関する情報をツィートします。", "friends_count": 2, "profile_link_color": "0084B4", "profile_image_url": "http://a0.twimg.com/profile_images/958631944/chorura3_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280280769/images/themes/theme1/bg.png", "name": "映画「チョルラの詩」", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "chorura_movie", "url": "http://www.choruranouta.com/", "created_at": "Fri Jun 04 08:27:19 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "profile_sidebar_border_color": "C0DEED", "following": false}
cinemaparadice	{"follow_request_sent": false, "profile_use_background_image": true, "id": 56873209, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 108, "protected": false, "location": null, "profile_background_color": "9ae4e8", "listed_count": 4, "utc_offset": null, "statuses_count": 0, "description": null, "friends_count": 3, "profile_link_color": "0000ff", "profile_image_url": "http://s.twimg.com/a/1280336463/images/default_profile_1_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280336463/images/themes/theme1/bg.png", "name": "映画", "lang": "en", "profile_background_tile": false, "favourites_count": 0, "screen_name": "cinemaparadice", "url": null, "created_at": "Wed Jul 15 00:46:13 +0000 2009", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "87bc44", "following": false}
baka_ura	{"follow_request_sent": false, "profile_use_background_image": true, "id": 123302315, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 98, "profile_sidebar_border_color": "87bc44", "location": "下北沢", "profile_background_color": "9ae4e8", "listed_count": 18, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://github.com/koroshiya1/pwitter/wikis/home\" rel=\"nofollow\">Pwitter</a>", "text": "RT @14_harawata DVD、ここ（ http://amzn.to/95f2K1 ）で買えるみたい！今在庫切れって出てるけど…。 from ハラワタ", "created_at": "Sat Jul 24 04:55:39 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [3, 15], "id": 74038626, "screen_name": "14_harawata", "name": "14才のハラワタ"}], "hashtags": [], "urls": [{"indices": [24, 45], "url": "http://amzn.to/95f2K1", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19397112333}, "utc_offset": 32400, "statuses_count": 176, "description": "2010年秋公開予定の映画「バカがウラヤマシイ」の公式twitterです！", "friends_count": 114, "profile_link_color": "0000ff", "profile_image_url": "http://a0.twimg.com/profile_images/1093970148/twitter_profile_bakaura2_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1278188204/images/themes/theme1/bg.png", "name": "映画「バカがウラヤマシイ」", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "baka_ura", "url": "http://ameblo.jp/baka-ura/", "created_at": "Mon Mar 15 17:15:50 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
rippyhappy	{"follow_request_sent": false, "profile_use_background_image": true, "id": 157952180, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 164, "profile_sidebar_border_color": "C0DEED", "location": "TOKYO", "profile_background_color": "C0DEED", "listed_count": 3, "status": {"favorited": false, "contributors": null, "source": "web", "text": "「インセプション」すご～く面白かった！！夢は記憶の整理とかいうけど。自分で自分の夢のシナリオを書いてその通りにみられたら面白いだろうなぁ・・・", "created_at": "Mon Jul 26 11:04:40 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19565163480}, "utc_offset": -36000, "statuses_count": 51, "description": "好きな事・もの❤映画（鑑賞後レビューを書くのが好き♪）、食べ歩き、スイーツ、炭酸飲料（特にコーラ）、韓国料理、カレー、海外ドラマ、プラネタリウム、旅行、お笑い、ペット（モルモット）, リラックマ（あの、ゆる～い感じが癒される～）デパ地下、アンテナショップ・アロマ・リフレクソロジー・そして、サザン♪♪♪\r\nなどなど", "friends_count": 192, "profile_link_color": "0084B4", "profile_image_url": "http://a0.twimg.com/profile_images/1010301320/200803151508000_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/115082812/14_1280_1024.jpg", "name": "rippy-映画・グルメ・モルLOVE❤", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "rippyhappy", "url": null, "created_at": "Mon Jun 21 10:08:16 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
phase6_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 126262440, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 83, "profile_sidebar_border_color": "C0DEED", "location": "Tokyo", "profile_background_color": "C0DEED", "listed_count": 16, "status": {"favorited": false, "contributors": null, "source": "web", "text": "先週でシネマスクエアとうきゅうでの上映が終了しました。たくさんの方々にいらして頂き、ありがとうございました。そして、お待たせいたしました！今週末５／２２（土）からは、１０９シネマズ広島、ＴＯＨＯシネマズトリアス久山にて上映がはじまります！", "created_at": "Mon May 17 08:25:50 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 14149317257}, "utc_offset": 32400, "statuses_count": 100, "description": "4/24(土)公開、映画『フェーズ６』日本版公式Twitterです。致死率100%のウィルスに全世界感染－。“感染＝死”の極限下でわずかに生き残った人間の本性を暴く、リアルパニック・スリラー。本作の最新情報と魅力を日々つぶやいております。", "friends_count": 103, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/774136853/kao_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/85997735/kabe4.jpg", "name": "映画『フェーズ６』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "phase6_movie", "url": "http://www.phase6-movie.jp/", "created_at": "Thu Mar 25 08:47:09 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
ritaimari	{"follow_request_sent": false, "profile_use_background_image": true, "id": 158346801, "verified": false, "profile_sidebar_fill_color": "95E8EC", "profile_text_color": "3C3940", "followers_count": 98, "profile_sidebar_border_color": "5ED4DC", "location": "Osaka,Japan/大阪府堺市", "profile_background_color": "0099B9", "listed_count": 10, "status": {"favorited": false, "contributors": null, "source": "web", "text": "ヘイ　ピグ　イェイ　ユー♪　hey pig piggy pig pig pig　all of my fears came true　BY：Nine Inch Nails - Piggy", "created_at": "Mon Aug 02 22:57:15 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20174122965}, "utc_offset": null, "statuses_count": 529, "description": "主にDarkな音楽を好む。UK系/プログレProgressive rock/インダストリアルIndustrial/映画音楽Film music/実験音楽Experimental musicなど。あとは心理学Psychology/哲学Philosophy/歴史Japanese historyが好き。", "friends_count": 76, "profile_link_color": "0099B9", "profile_image_url": "http://a0.twimg.com/profile_images/1047153864/icon1278157324940_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/118747272/____.jpg", "name": "音楽　漫画　アニメ　映画　大阪リタイマリ", "lang": "ja", "profile_background_tile": true, "favourites_count": 13, "screen_name": "ritaimari", "url": null, "created_at": "Tue Jun 22 12:00:49 +0000 2010", "contributors_enabled": false, "time_zone": null, "protected": false, "following": false}
kyuketsu	{"follow_request_sent": false, "profile_use_background_image": true, "id": 109468747, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 104, "profile_sidebar_border_color": "C0DEED", "location": "", "profile_background_color": "C0DEED", "listed_count": 15, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.nibirutech.com\" rel=\"nofollow\">TwitBird</a>", "text": "情報：「吸血」吉本監督の次回作「ファラヲ」は現在ポスプロ段階中。音楽に元シアターブルックの与西泰博。二人はマルチイベント「Ｍ退治」以来のコラボ。公開は９月。「50分以内の中篇」。", "created_at": "Sat Jul 17 07:19:18 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 18750468636}, "utc_offset": 32400, "statuses_count": 18, "description": "21世紀のデジタル・サイレントシネマ『吸血』の公式アカウント", "friends_count": 172, "profile_link_color": "0084B4", "profile_image_url": "http://a3.twimg.com/profile_images/662310415/kyuketsu_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/116747480/bloody.jpg", "name": "映画『吸血』", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "kyuketsu", "url": "http://kyuketu.is-mine.net/", "created_at": "Fri Jan 29 04:22:58 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
NaturalWoman_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 129045827, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 47, "profile_sidebar_border_color": "C0DEED", "location": "Tokyo", "profile_background_color": "C0DEED", "listed_count": 10, "status": {"favorited": false, "contributors": null, "source": "web", "text": "久々のツイッターですー。一昨日大阪のイベントに汐見さんが出演され告知しましたがDVDが8/27に発売決定です！", "created_at": "Tue Jul 20 03:55:53 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 18966207536}, "utc_offset": 32400, "statuses_count": 101, "description": "This is new movie Natural Woman 2010, beautiful movie for women from Japan.2010年4月17日、シアターイメージフォーラム（渋谷）にて公開の映画です。怒涛の宣伝活動、制作秘話、イベント情報、そして時々ぼやきなどつぶやいていこうとおもいます。", "friends_count": 23, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/794026345/naturalwoman_pamp_1_16_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/88621444/pamp_1_16_1_.jpg", "name": "映画『ナチュラル・ウーマン２０１０』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "NaturalWoman_jp", "url": "http://movie.softgarage.com/nw2010/", "created_at": "Sat Apr 03 01:11:31 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
seiginohito	{"follow_request_sent": false, "profile_use_background_image": true, "id": 101682804, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 83, "profile_sidebar_border_color": "C0DEED", "location": "京都", "profile_background_color": "C0DEED", "listed_count": 14, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://movatwitter.jp/\" rel=\"nofollow\">movatwitter</a>", "text": "RT @TOYO0815: 「正義の人」には多少観客を取り残して、置き去りにしても、強引に、必然に物語が進められていく爽快さが満ちている。その強引さこそが、この作品の狂気を支えている。", "created_at": "Sun Mar 28 01:37:27 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [3, 12], "id": 103040977, "screen_name": "TOYO0815", "name": "TOYO"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 11172169395}, "utc_offset": 32400, "statuses_count": 56, "description": "京都で生まれた自主制作ドキュメンタリー映画「正義の人」。\r\n2010年3/27（土）・28（日）18:00～京都みなみ会館にて上映決定！ぜひお越しください。", "friends_count": 130, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/717694661/o015001181266771787856_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/78386492/haikei.JPG", "name": "映画「正義の人」", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "seiginohito", "url": "http://ameblo.jp/taniguchik/", "created_at": "Mon Jan 04 06:40:13 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
naomis_0	{"follow_request_sent": false, "profile_use_background_image": true, "id": 137714859, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 97, "profile_sidebar_border_color": "87bc44", "location": "愛知", "profile_background_color": "9ae4e8", "listed_count": 3, "status": {"favorited": false, "contributors": null, "source": "web", "text": "今日はドラマ月9を見た。月9って面白くないイメージがあって、特に見ることもなかったけど、ハマッテしまうかもー。", "created_at": "Mon May 10 13:28:07 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 13726681666}, "utc_offset": 32400, "statuses_count": 1, "description": "", "friends_count": 1, "profile_link_color": "0000ff", "profile_image_url": "http://s.twimg.com/a/1280169527/images/default_profile_2_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280169527/images/themes/theme1/bg.png", "name": "趣味：ゲーム、テレビ、映画、スノボー", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "naomis_0", "url": null, "created_at": "Tue Apr 27 14:43:46 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
doramaka	{"follow_request_sent": false, "profile_use_background_image": true, "id": 123913206, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 25, "profile_sidebar_border_color": "87bc44", "location": "東京都世田谷区", "profile_background_color": "9ae4e8", "listed_count": 8, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twtr.jp\" rel=\"nofollow\">Keitai Web</a>", "text": "幸せの懸け橋…「幸橋」。\r\n皆様と一丸となって制作していく、それが映画「幸橋」です。映画「幸橋」製作実行委員会メンバーを募集いたします。http://saiwaibashi-movie.com/", "created_at": "Wed Jul 07 02:15:15 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [68, 97], "url": "http://saiwaibashi-movie.com/", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 17914118427}, "utc_offset": 32400, "statuses_count": 59, "description": "全盲カメラマン・伊藤邦明さんをモデルにした物語。長崎平戸島オールロケ。  生きる希望と勇気を与える映画に取り組んでいます。皆様の、ご支援ご協力を是非宜しくお願いします。", "friends_count": 27, "profile_link_color": "0000ff", "profile_image_url": "http://s.twimg.com/a/1279649509/images/default_profile_4_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1279649509/images/themes/theme1/bg.png", "name": "映画「幸橋」製作実行委員会", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "doramaka", "url": "http://saiwaibashi-movie.com", "created_at": "Wed Mar 17 16:23:18 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
fox479	{"follow_request_sent": false, "profile_use_background_image": true, "id": 112122555, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 47, "profile_sidebar_border_color": "87bc44", "location": "山梨県", "profile_background_color": "9ae4e8", "listed_count": 2, "status": {"favorited": false, "contributors": null, "source": "web", "text": "早くＡＢＣの新曲でないかな～\n　楽しみでしかたないよぉ～～ｗ", "created_at": "Sun Jul 25 05:25:05 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19474186582}, "utc_offset": -36000, "statuses_count": 11, "description": "自分は音楽好きです\n好きなアーティストは\nFLOW、\nAcid Black Cherry、\nJanne Da Arc、\nL'Arc~en~Ciel\nなどいろいろです\nゲームも好きですよ\n映画も大好きです", "friends_count": 51, "profile_link_color": "0000ff", "profile_image_url": "http://s.twimg.com/a/1279228556/images/default_profile_6_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1279228556/images/themes/theme1/bg.png", "name": "映画　好き蔵", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "fox479", "url": null, "created_at": "Sun Feb 07 10:00:30 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
tay1tay2	{"follow_request_sent": false, "profile_use_background_image": true, "id": 41320056, "verified": false, "profile_sidebar_fill_color": "7AC3EE", "profile_text_color": "3D1957", "followers_count": 52, "profile_sidebar_border_color": "65B0DA", "location": "東京都", "profile_background_color": "642D8B", "listed_count": 2, "status": {"favorited": false, "contributors": null, "source": "web", "text": "最近、昔読んで面白かった記憶のあるマンガを買いなおしたり、家にうまってるマンガをあさり読みしたりしています。この前北斗の拳読んだがやっぱり面白い！後半の内容はかなり忘れていました・・・w", "created_at": "Sun May 24 04:28:17 +0000 2009", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 1899964241}, "utc_offset": 32400, "statuses_count": 7, "description": "映画・マンガなどが趣味", "friends_count": 4, "profile_link_color": "FF0000", "profile_image_url": "http://a1.twimg.com/profile_images/224192605/________normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280169527/images/themes/theme10/bg.gif", "name": "映画・アニ漫", "lang": "ja", "profile_background_tile": true, "favourites_count": 0, "screen_name": "tay1tay2", "url": null, "created_at": "Wed May 20 08:13:19 +0000 2009", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
akuninbot	{"follow_request_sent": false, "profile_use_background_image": false, "id": 164225176, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "e8390e", "followers_count": 11, "profile_sidebar_border_color": "e8390e", "location": "", "profile_background_color": "000000", "listed_count": 2, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twitter.com/akuninbot\" rel=\"nofollow\"> 映画「悪人」名言つぶやき</a>", "text": "「喉につまったって、あんた……」房枝は床に落ちた箸を拾った。目の前に祐一の脚があった。風呂から出たばかりで、寒いわけでもないだろうに、その脚が小刻みに震えていた。 (吉田修一原作「悪人」http://akunin.jp)", "created_at": "Mon Aug 02 23:00:02 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [93, 109], "url": "http://akunin.jp", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20174293669}, "utc_offset": -36000, "statuses_count": 13, "description": "TSUTAYAの映画「悪人」特集です。\r\n小説「悪人」の中から印象的なメッセージをつぶやいていきます。", "friends_count": 1, "profile_link_color": "e8390e", "profile_image_url": "http://a0.twimg.com/profile_images/1079635972/akunin_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280528898/images/themes/theme1/bg.png", "name": "映画「悪人」特集", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "akuninbot", "url": "http://www.tsutaya.co.jp/cinema/ms/akunin/index.html", "created_at": "Thu Jul 08 10:20:34 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
leftwal	{"follow_request_sent": false, "profile_use_background_image": true, "id": 123180220, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 46, "profile_sidebar_border_color": "C0DEED", "location": "", "profile_background_color": "C0DEED", "listed_count": 1, "status": {"favorited": false, "contributors": null, "source": "web", "text": "自分の好きなものを好きな人がいるメリットは、その人から自分の好きになるかもしれないものを教えてもらえることですよね。そんなメリットは無くてもそういう人がいるってだけで、楽しいんですけど。", "created_at": "Mon Aug 02 17:19:41 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20154598835}, "utc_offset": 32400, "statuses_count": 90, "description": "中央大学3年/商学部/マーケティング/商品開発/広告/TABLE FOR TWO/映画研究会/BEAM COMIX/吉行淳之介/JS HOMESTEAD/DAVID T WALKER/JAMES BROWN/NJ/WALDWICK ジャズとかソウルとかファンクとか知ったかかぶりで聞いてます。シャラくさいやろうです。", "friends_count": 100, "profile_link_color": "0084B4", "profile_image_url": "http://a2.twimg.com/profile_images/1078064794/img20080904230139798_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": true, "profile_background_image_url": "http://s.twimg.com/a/1280356346/images/themes/theme1/bg.png", "name": "西村（映画、ジャズ、ソウル、小説）", "lang": "ja", "profile_background_tile": false, "favourites_count": 39, "screen_name": "leftwal", "url": null, "created_at": "Mon Mar 15 07:42:26 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "protected": false, "following": false}
china_music	{"follow_request_sent": false, "profile_use_background_image": true, "id": 108006429, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 46, "profile_sidebar_border_color": "87bc44", "location": "", "profile_background_color": "9ae4e8", "listed_count": 3, "status": {"favorited": false, "contributors": null, "source": "web", "text": "任贤齐の还有我を聴いて中国語を楽しんでいます。", "created_at": "Sat Feb 20 00:59:53 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 9361480481}, "utc_offset": -36000, "statuses_count": 8, "description": "中国語学習２０年の割りに進歩が遅く、日々学習法を研究しています。語学のコツはやはり楽しみながら続けることですね。続けるためにも交流する仲間を沢山つくっておくことが大事だと思います。", "friends_count": 25, "profile_link_color": "0000ff", "profile_image_url": "http://a1.twimg.com/profile_images/671393809/gakusyu1_normal.gif", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280280769/images/themes/theme1/bg.png", "name": "中国語の歌・映画", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "china_music", "url": "http://chinamovie.blog12.fc2.com/", "created_at": "Sun Jan 24 13:57:16 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
